phrase,count
repeated attempts resolve,62
repeated calls,57
repeated collection,26
repeated contact,20
repeated delays,35
repeated disputes,27
repeated efforts,80
repeated efforts resolve,29
repeated failure,33
repeated failures,23
repeated follow,23
repeated good,47
repeated good faith,47
repeated phone,40
repeated phone calls,31
repeated requests,133
repeatedly asked,50
repeatedly attempted,25
repeatedly contacted,63
repeatedly denied,53
repeatedly failed,36
repeatedly provided,26
repeatedly redirected,20
repeatedly refused,26
repeatedly requested,116
repeatedly stated,51
repeatedly told,112
replacement card,133
replacement cards,30
replacement check,32
report account,721
report account consumer,27
report account credit,134
report account providing,26
report account reported,21
report account verified,22
report accounts,72
report accurate,226
report accurate complete,85
report accurate information,78
report accurate verifiable,23
report additionally,28
report alleged,32
report alleged debt,27
report attached,37
report attempt,63
report attempt collect,56
report balance,57
report bank,24
report believe,456
report believe contain,413
report case,53
report causing,29
report collect,24
report collection,77
report collection account,29
report company,44
report consumer,97
report consumer transactions,57
report contacted,29
report contains,27
report continues,22
report credit,178
report credit bureaus,45
report credit report,25
report credit reporting,32
report date,32
report dated,48
report dated xx,45
report day,20
report days,32
report debt,227
report debt including,80
report despite,79
report did,94
report discovered,75
report discovered collection,49
report dispute,45
report disputed,75
report disputed account,25
report documenting,41
report does,34
report failure,31
report fair,46
report fair credit,40
report fcra,29
report federal,94
report federal trade,85
report filed,142
report following,49
report fraud,124
report fraudulent,73
report ftc,87
report ftc identity,26
report identified,26
report identity,45
report identity theft,39
report immediately,171
report inaccurate,120
report inaccurate information,36
report incident,32
report information,196
report information complete,20
report information incorrect,33
report issue,57
report knowledge,20
report late,43
report late payments,22
report legal,27
report legal action,22
report local,27
report matter,21
report month,21
report multiple,47
report negative,41
report negatively,34
report noticed,103
report noticed incorrect,57
report number,83
report police,116
report police department,60
report police report,39
report previously,24
report proof,35
report proof identity,22
report proper,84
report proper validation,30
report proper verification,41
report properly,34
report provide,30
report provided,43
report providing,20
report pursuant,26
report received,51
report recently,88
report recognize,33
report reflects,39
report regarding,62
report report,88
report reported,36
report reporting,26
report request,445
report request review,413
report requested,38
report requesting,64
report result,66
report result identity,53
report said,21
report sent,26
report showing,41
report shows,65
report soon,29
report soon possible,26
report submitted,52
report supporting,36
report supporting documentation,21
report thank,20
report time,20
report unauthorized,64
report unverified,52
report update,22
report violation,673
report violation fair,54
report written,20
report xx,183
report xx xx,181
reported account,296
reported account credit,34
reported account days,20
reported accounts,23
reported accurate,171
reported accurate complete,37
reported accurate result,51
reported accurate verifiable,22
reported accurately,42
reported additionally,30
reported balance,302
reported balance calculated,21
reported bank,36
reported card,21
reported charge,66
reported charged,42
reported charges,29
reported closed,32
reported collected,99
reported collection,137
reported collection account,65
reported company,28
reported consumer,171
reported consumer credit,74
reported consumer reporting,67
reported continued,20
reported credit,1163
reported credit bureau,44
reported credit bureaus,366
reported credit file,285
reported credit report,238
reported credit reporting,87
reported credit reports,25
reported data,34
reported date,38
reported days,51
reported days late,26
reported debt,53
reported delinquency,83
reported delinquent,69
reported derogatory,31
reported despite,44
reported different,26
reported dispute,23
reported disputed,31
reported does,23
reported error,26
reported fair,35
reported fraud,287
reported fraud bank,21
reported fraud immediately,31
reported fraudulent,77
reported identity,25
reported identity theft,23
reported immediately,38
reported inaccurate,133
reported inaccurate unauthorized,45
reported inaccurately,116
reported incident,89
reported inconsistent,25
reported inconsistently,47
reported inconsistently credit,21
reported incorrect,21
reported information,247
reported information accurate,103
reported information overall,45
reported issue,161
reported issue bank,24
reported late,202
reported late payment,61
reported late payments,77
reported letter,79
reported letter serves,79
reported lvnv,31
reported lvnv funding,29
reported major,22
reported major credit,20
reported manner,28
reported matter,46
reported multiple,60
reported negative,20
reported negatively,35
reported open,40
reported past,32
reported payment,41
reported promptly,26
reported proper,67
reported proper validation,26
reported proper verification,25
reported reporting,36
reported requesting,33
reported transaction,54
reported transactions,67
reported unauthorized,136
reported unauthorized transactions,46
reported valid,20
reported verified,44
reported xx,182
reported xx xx,182
reporting account,927
reporting account consumer,36
reporting account credit,252
reporting account inaccurate,20
reporting account proper,43
reporting accounts,74
reporting accuracy,26
reporting accurate,216
reporting accurate correct,101
reporting accurate lawful,59
reporting accurately,23
reporting act,2812
reporting act additionally,21
reporting act code,114
reporting act consumer,30
reporting act et,25
reporting act fair,64
reporting act fcra,1427
reporting act furnishers,26
reporting act including,55
reporting act information,57
reporting act particularly,54
reporting act request,23
reporting act requesting,74
reporting act required,23
reporting act requires,39
reporting act specifically,43
reporting activity,94
reporting activity continued,45
reporting additionally,29
reporting agencies,2503
reporting agencies account,50
reporting agencies accurate,44
reporting agencies additionally,23
reporting agencies cease,32
reporting agencies collection,30
reporting agencies debt,20
reporting agencies ensure,29
reporting agencies failure,37
reporting agencies immediately,48
reporting agencies including,36
reporting agencies lastly,101
reporting agencies mandated,58
reporting agencies proper,33
reporting agencies provide,40
reporting agencies pursuant,411
reporting agencies reported,20
reporting agencies reporting,22
reporting agencies request,22
reporting agencies requesting,23
reporting agencies required,89
reporting agencies unable,21
reporting agencies written,70
reporting agency,543
reporting agency block,39
reporting agency furnish,77
reporting agency person,29
reporting alleged,82
reporting alleged debt,54
reporting appears,31
reporting associated,112
reporting associated account,47
reporting attempting,59
reporting attempting collect,54
reporting auto,24
reporting auto loan,22
reporting balance,109
reporting bureaus,26
reporting caused,62
reporting causing,30
reporting charge,41
reporting collection,384
reporting collection account,164
reporting collection activity,114
reporting company,38
reporting concern,21
reporting constitutes,27
reporting consumer,84
reporting consumer reporting,37
reporting continued,50
reporting continues,20
reporting correct,20
reporting corrected,33
reporting credit,2257
reporting credit account,600
reporting credit accounts,599
reporting credit bureau,20
reporting credit bureaus,163
reporting credit file,675
reporting credit report,64
reporting date,32
reporting day,29
reporting debt,255
reporting debt credit,36
reporting debt proper,22
reporting debt validated,34
reporting delinquency,41
reporting derogatory,33
reporting despite,36
reporting dispute,38
reporting disputed,84
reporting does,46
reporting entity,25
reporting error,45
reporting errors,26
reporting failure,136
reporting failure properly,41
reporting fair,65
reporting fair credit,53
reporting false,29
reporting fcra,61
reporting following,23
reporting fraud,51
reporting fraudulent,89
reporting fraudulent accounts,31
reporting identity,20
reporting improper,37
reporting inaccurate,477
reporting inaccurate credit,69
reporting inaccurate incomplete,37
reporting inaccurate information,97
reporting inaccurate misleading,44
reporting inaccurate unverifiable,40
reporting inaccurate unverified,59
reporting including,35
reporting inconsistent,48
reporting incorrect,41
reporting information,188
reporting information know,26
reporting issue,47
reporting late,128
reporting late payment,31
reporting late payments,83
reporting methods,67
reporting methods undermine,67
reporting misleading,27
reporting mortgage,25
reporting multiple,45
reporting negative,25
reporting negatively,83
reporting negatively impacting,43
reporting occur,36
reporting occurred,35
reporting past,28
reporting payment,24
reporting period,48
reporting potential,21
reporting potentially,64
reporting potentially inaccurate,59
reporting practices,89
reporting proper,40
reporting provide,21
reporting reflect,24
reporting related,216
reporting related account,124
reporting reporting,28
reporting request,21
reporting requesting,67
reporting requirements,23
reporting resulting,24
reporting standards,225
reporting standards matches,101
reporting time,29
reporting unauthorized,44
reporting unvalidated,27
reporting unverifiable,88
reporting unverifiable inaccurate,31
reporting unverified,235
reporting unverified debt,24
reporting unverified inaccurate,44
reporting unverified information,46
reporting unverified potentially,62
reporting violation,60
reporting violation fair,25
reporting violations,37
reporting written,36
reporting written confirmation,25
reporting xx,40
reporting xx xx,40
reports account,82
reports credit,33
reports despite,27
reports directly,68
reports directly impair,67
reports filed,21
reports inaccurate,30
reports xx,26
reports xx xx,26
repossessed vehicle,41
repossessed xx,23
repossessed xx xx,23
repossession account,23
repossession credit,23
repossession related,42
repossession sale,55
repossession status,26
repossession vehicle,60
representation debt,22
representations connection,22
representations regarding,47
representations unfair,23
representative able,23
representative acknowledged,56
representative admitted,24
representative advised,53
representative asked,28
representative called,29
representative confirmed,143
representative did,32
representative explicitly,46
representative identified,34
representative informed,74
representative named,107
representative phone,40
representative provided,35
representative refused,53
representative said,76
representative spoke,66
representative stated,181
representative told,150
representative unable,35
representative xx,60
representative xx xx,60
representatives acknowledged,23
representatives confirmed,39
representatives explicitly,20
representatives including,43
representatives informed,22
representatives provided,25
representatives refused,30
representatives regarding,22
representatives repeatedly,40
representatives stated,51
representatives supervisors,28
representatives told,47
representatives unable,38
represents failure,31
reputational damage,25
reputational harm,29
request access,24
request account,195
request account removed,55
request action,20
request additional,35
request assistance,108
request bank,93
request bank america,32
request capital,22
request case,26
request cease,90
request cease collection,50
request certified,45
request certified mail,45
request cfpb,342
request cfpb compel,22
request cfpb investigate,93
request cfpb require,71
request cfpb review,35
request citibank,32
request clarification,65
request clear,31
request clear explanation,21
request close,26
request collection,69
request collection activity,46
request communication,20
request company,65
request complaint,30
request complete,38
request conduct,31
request confirmation,42
request consumer,76
request consumer financial,66
request correction,29
request credit,58
request days,38
request debt,255
request debt validation,240
request deletion,74
request deletion account,22
request denied,111
request despite,30
request detailed,21
request did,29
request dispute,25
request disputing,37
request disputing account,34
request documentation,89
request documents,24
request email,25
request ensure,121
request ensure information,112
request explanation,25
request fair,32
request following,115
request following information,20
request formal,47
request fraudulent,24
request future,38
request future communication,25
request goodwill,40
request goodwill adjustment,29
request immediate,219
request immediate deletion,26
request immediate investigation,23
request immediate removal,22
request immediately,42
request information,125
request investigate,33
request investigation,143
request letter,48
request letter support,32
request loan,23
request matter,145
request matter investigated,44
request matter reviewed,58
request new,23
request office,86
request office provide,68
request payment,46
request processed,25
request prompt,85
request prompt investigation,21
request prompt resolution,27
request proof,31
request proper,32
request provide,153
request provide documentation,22
request provide proper,23
request provided,30
request pursuant,91
request pursuant fair,22
request pursuant fcra,42
request qwr,31
request received,54
request reconsideration,26
request refund,136
request regulatory,21
request reinvestigation,40
request removal,68
request remove,25
request removed,36
request removed credit,24
request request,21
request requesting,21
request resolution,34
request result,27
request return,24
request reversal,20
request review,541
request review entries,412
request sent,54
request specifically,21
request stating,20
request stop,23
request submitted,95
request thank,27
request thorough,34
request time,44
request validation,749
request validation alleged,86
request validation debt,54
request validation including,407
request validation pursuant,44
request verification,110
request wells,42
request wells fargo,41
request writing,34
request written,112
request written confirmation,52
request xx,125
request xx xx,124
requested account,74
requested action,23
requested additional,54
requested additional information,24
requested assistance,39
requested bank,37
requested cancellation,50
requested clarification,72
requested communication,31
requested company,30
requested complete,36
requested confirmation,26
requested copies,31
requested copy,45
requested credit,37
requested debt,48
requested debt validation,41
requested detailed,31
requested dispute,28
requested documentation,622
requested documentation including,61
requested documentation review,101
requested documentation showing,21
requested documentation supporting,37
requested documents,104
requested escalation,62
requested evidence,21
requested explanation,24
requested following,45
requested formal,23
requested immediate,38
requested information,218
requested investigation,91
requested itemized,27
requested method,34
requested method verification,34
requested new,20
requested original,21
requested payment,44
requested payoff,30
requested proof,75
requested proper,78
requested proper validation,60
requested provide,26
requested received,21
requested reconsideration,21
requested records,26
requested refund,149
requested relief,35
requested replacement,25
requested request,23
requested requesting,26
requested resolution,341
requested resolution immediate,64
requested resolution request,30
requested resolution requesting,99
requested resolution respectfully,39
requested return,33
requested review,29
requested send,24
requested speak,64
requested speak supervisor,30
requested specific,30
requested stop,25
requested validation,470
requested validation alleged,59
requested validation debt,126
requested validation including,38
requested verification,94
requested writing,48
requested writing days,39
requested written,92
requested written confirmation,31
requested xx,49
requested xx xx,48
requesting account,233
requesting account deleted,26
requesting account fully,31
requesting account immediately,26
requesting account investigated,24
requesting account removed,47
requesting accounting,24
requesting additional,43
requesting additional information,20
requesting affirm,23
requesting american,25
requesting american express,23
requesting assistance,98
requesting bank,147
requesting bank america,70
requesting cancellation,27
requesting capital,62
requesting cash,46
requesting cash app,45
requesting cfpb,469
requesting cfpb assistance,56
requesting cfpb compel,22
requesting cfpb investigate,145
requesting cfpb require,104
requesting cfpb review,47
requesting cfpbs,24
requesting cfpbs assistance,21
requesting chase,77
requesting chime,40
requesting citi,31
requesting citibank,79
requesting clarification,53
requesting clear,62
requesting clear explanation,37
requesting collection,132
requesting collection activity,114
requesting company,137
requesting company provide,68
requesting complete,104
requesting complete removal,25
requesting conduct,42
requesting confirmation,54
requesting consumer,51
requesting consumer financial,49
requesting copy,24
requesting correction,45
requesting credit,52
requesting debt,52
requesting debt validation,28
requesting deletion,37
requesting detailed,39
requesting detailed explanation,21
requesting documentation,112
requesting explanation,28
requesting fair,54
requesting following,564
requesting following actions,43
requesting following complete,20
requesting following immediate,172
requesting following investigation,23
requesting following resolution,86
requesting following validation,22
requesting formal,136
requesting formal investigation,30
requesting formal review,70
requesting fraudulent,31
requesting goodwill,31
requesting immediate,772
requesting immediate assistance,20
requesting immediate correction,37
requesting immediate deletion,149
requesting immediate intervention,32
requesting immediate investigation,56
requesting immediate release,56
requesting immediate removal,64
requesting immediate resolution,25
requesting immediate review,47
requesting information,55
requesting investigation,386
requesting investigation account,30
requesting investigation matter,42
requesting itemized,21
requesting manual,21
requesting matter,168
requesting matter investigated,55
requesting matter reviewed,60
requesting navy,25
requesting navy federal,25
requesting payment,32
requesting paypal,36
requesting prompt,70
requesting prompt resolution,31
requesting proof,41
requesting proper,130
requesting proper investigation,22
requesting proper validation,68
requesting provide,145
requesting provide following,84
requesting reasonable,32
requesting reconsideration,28
requesting refund,168
requesting regulatory,50
requesting regulatory review,33
requesting reimbursement,83
requesting reinvestigation,95
requesting removal,88
requesting return,20
requesting reversal,46
requesting review,266
requesting review account,43
requesting servicer,21
requesting synchrony,32
requesting synchrony bank,23
requesting thorough,34
requesting urgent,24
requesting validation,501
requesting validation account,20
requesting validation alleged,166
requesting validation debt,135
requesting validation fair,104
requesting verification,105
requesting verification alleged,22
requesting wells,115
requesting wells fargo,115
requesting written,78
requesting written confirmation,26
requests clarification,21
requests company,27
requests documentation,33
requests information,39
requests received,22
requests validation,32
requests xx,22
requests xx xx,21
require additional,25
require bank,39
require company,33
require immediate,23
require wells,25
require wells fargo,25
required account,24
required accurately,58
required accurately report,57
required additionally,20
required applicable,24
required block,61
required block information,22
required cease,64
required cease collection,56
required complete,42
required conduct,305
required conduct reasonable,272
required day,31
required delete,20
required disclosures,58
required documentation,176
required documents,45
required electronic,21
required ensure,57
required ensure maximum,27
required fair,236
required fair credit,135
required fair debt,100
required fcra,188
required fcra asking,65
required fcra metro,37
required fdcpa,85
required fdcpa mandates,45
required federal,172
required federal law,152
required follow,27
required immediately,32
required information,49
required investigate,32
required law,234
required law sincerely,26
required maintain,44
required make,47
required minimum,29
required monthly,27
required notice,54
required notices,48
required pay,71
required payment,57
required payments,55
required provide,250
required provide proper,31
required regulation,74
required report,98
required report accurate,55
required report information,37
required resolve,21
required suspend,59
required suspend collection,58
required time,27
required timeframe,108
required validation,49
required verification,23
required written,51
required written notice,21
required xx,26
required xx xx,26
requirement maximum,20
requirement maximum possible,20
requirements fair,24
requirements including,33
requirements met,25
requirements proper,20
requirements reasonable,25
requirements reasonable investigation,23
requirements requesting,28
requirements xx,22
requirements xx xx,22
requires accurate,39
requires credit,21
requires debt,86
requires debt collector,27
requires debt collectors,54
requires furnishers,50
requires immediate,47
requires maximum,24
requires maximum possible,24
requires reasonable,53
requires reasonable investigation,20
requiring proper,46
requiring proper reinvestigation,45
research caine,31
research caine weiner,29
research credence,20
research credit,71
research credit coll,46
research debt,107
research debt collector,104
research jeffcapsys,33
research jeffcapsys debt,33
research jefferson,53
research jefferson capital,53
research midland,48
research midland cred,24
research midland credit,23
research portfolio,52
research portfolio rc,25
reserve right,57
reserve right pursue,29
reserve rights,37
reset password,24
resolution account,39
resolution bank,24
resolution based,37
resolution believe,20
resolution clear,33
resolution contacted,31
resolution date,30
resolution demand,23
resolution despite,61
resolution dispute,24
resolution given,23
resolution immediate,148
resolution immediate deletion,32
resolution including,51
resolution investigation,27
resolution issue,52
resolution matter,176
resolution matter sincerely,29
resolution offered,29
resolution procedures,29
resolution process,81
resolution provided,117
resolution refund,36
resolution regarding,28
resolution reimbursement,23
resolution request,69
resolution requested,93
resolution requesting,234
resolution requesting cfpb,25
resolution requesting following,27
resolution requesting immediate,30
resolution requirements,28
resolution respectfully,55
resolution respectfully request,50
resolution seeking,21
resolution sincerely,78
resolution situation,30
resolution team,50
resolution thank,31
resolution timeline,66
resolution written,24
resolution xx,63
resolution xx xx,63
resolve account,136
resolve balance,44
resolve billing,28
resolve complaint,24
resolve debt,45
resolve directly,216
resolve directly company,28
resolve dispute,108
resolve issue,1151
resolve issue despite,20
resolve issue directly,184
resolve issue including,23
resolve issue merchant,20
resolve issue xx,22
resolve issues,84
resolve matter,805
resolve matter directly,185
resolve matter good,28
resolve phone,20
resolve problem,31
resolve situation,68
resolve unauthorized,25
resolved account,37
resolved business,22
resolved business days,20
resolved despite,25
resolved dispute,33
resolved favor,67
resolved immediately,32
resolved issue,69
resolved matter,22
resolved prepared,41
resolved prepared pursue,28
resolved promptly,218
resolved promptly prepared,68
resolved pursue,24
resolved received,20
resolved requesting,31
resolved soon,24
resolved xx,64
resolved xx xx,64
resolving dispute,28
resolving issue,133
resolving matter,186
resource group,69
resource management,85
respa regulation,53
respectfully ask,36
respectfully request,823
respectfully request account,22
respectfully request assistance,28
respectfully request cfpb,140
respectfully request consumer,57
respectfully request following,43
respectfully request immediate,24
respectfully request matter,67
respectfully request prompt,22
respectfully request review,29
respectfully requesting,25
respectfully submitted,39
respond accordingly,105
respond accordingly sincerely,101
respond days,30
respond formal,27
respond request,58
respond writing,35
respond written,30
respond xx,30
respond xx xx,30
responded account,22
responded cfpb,21
responded email,36
responded generic,30
responded stating,58
responded xx,63
responded xx xx,63
response account,36
response addressing,64
response bank,31
response business,49
response business days,42
response called,20
response cfpb,65
response cfpb complaint,23
response communication,44
response communication regarding,36
response company,62
response complaint,66
response confirming,21
response contacted,21
response dated,81
response dated xx,76
response days,59
response days receipt,21
response deadline,26
response despite,28
response did,120
response did address,45
response dispute,39
response documentation,41
response does,125
response does address,38
response email,29
response explaining,22
response failed,36
response fails,42
response letter,76
response previous,20
response prior,54
response prior cfpb,21
response provided,113
response received,135
response recent,35
response regarding,38
response request,31
response requesting,37
response required,23
response resolution,92
response sent,34
response sincerely,47
response stated,36
response states,29
response stating,50
response submitted,21
response time,40
response timeframe,21
response unacceptable,21
response unit,32
response validation,37
response wells,33
response wells fargo,31
response xx,131
response xx xx,131
responses received,20
responses stating,30
responsibility account,29
responsibility debt,74
responsibility debt proof,53
responsibility dont,101
responsibility dont fully,101
responsible account,65
responsible accounts,56
responsible accounts failed,45
responsible alleged,21
responsible balance,30
responsible charge,43
responsible charges,77
responsible debt,172
responsible debt making,51
responsible fraudulent,44
responsible loan,31
responsible party,26
responsible paying,27
responsible payment,24
responsible unauthorized,23
restoration access,25
restore access,62
restore access account,28
restore account,26
restore credit,24
restricted access,63
restricted access funds,20
restricted account,61
restricting access,33
restriction account,52
restriction placed,34
result account,84
result action,36
result actions,31
result additional,20
result charged,25
result complaints,36
result complaints filed,32
result did,23
result error,90
result error misunderstanding,58
result escalation,61
result escalation including,31
result failure,25
result forced,24
result formal,27
result formal complaints,22
result fraud,45
result fraudulent,43
result identity,352
result identity theft,349
result inaccurate,34
result issue,21
result left,20
result legal,49
result legal action,45
result mistake,51
result mistake fraud,51
result requesting,20
result servicing,21
result unable,75
result unauthorized,33
result wells,22
resulted account,22
resulted financial,42
resulted financial harm,20
resulted identity,23
resulted identity theft,23
resulted inaccurate,20
resulted loss,36
resulted significant,60
resulted significant financial,24
resulted unauthorized,35
resulting account,23
resulting financial,53
resulting financial harm,21
resulting identity,100
resulting identity theft,100
resulting loss,20
resulting negative,23
results investigation,94
results reinvestigation,23
resurgent capital,146
resurgent capital services,142
retail installment,76
retail installment contract,46
retention funds,35
retrieve funds,27
return account,25
return funds,272
return item,48
return label,36
return money,75
return policy,62
return process,24
return receipt,81
return receipt requested,21
return refund,32
return remaining,21
return vehicle,31
return xx,30
return xx xx,29
returned account,81
returned bank,69
returned branch,25
returned check,44
returned despite,21
returned equipment,27
returned funds,68
returned item,71
returned items,28
returned merchandise,47
returned original,26
returned payment,134
returned payments,72
returned sender,30
returned undeliverable,22
returned vehicle,26
returned xx,67
returned xx xx,67
returning funds,36
reversal charge,50
reversal charges,31
reversal fees,20
reversal provisional,27
reversal provisional credit,26
reversal unauthorized,31
reverse charge,61
reverse charges,43
reverse transaction,24
reverse unauthorized,32
reversed charges,22
reversed credit,57
reversed provisional,50
reversed provisional credit,42
reversed xx,38
reversed xx xx,38
review account,314
review account history,21
review application,23
review assistance,33
review bank,28
review case,119
review claim,33
review complaint,31
review complete,22
review completed,24
review correct,20
review correction,58
review days,22
review decision,32
review dispute,80
review documentation,37
review documents,22
review entries,413
review entries verified,408
review evidence,55
review fraud,22
review loan,50
review matter,187
review period,21
review process,98
review proper,20
review real,101
review real documentation,101
review reasonable,103
review reasonable timeframe,101
review recorded,26
review recordings,21
review relevant,57
review relevant information,44
review request,34
review requesting,27
review resolution,55
review situation,36
review submitted,41
review supporting,25
review transaction,30
review verify,105
review verify matter,101
review xx,47
review xx xx,47
reviewed account,80
reviewed compliance,21
reviewed consumer,70
reviewed consumer report,62
reviewed credit,122
reviewed credit report,97
reviewed resolved,34
reviewing account,68
reviewing credit,146
reviewing credit report,82
reviewing credit reports,52
revoked authorization,38
rewards earned,30
rewards points,86
right away,110
right collect,407
right collect debt,108
right collect furnish,102
right collect report,39
right cure,31
right dispute,160
right dispute debt,31
right dispute inaccurate,22
right fair,29
right know,24
right privacy,87
right privacy section,52
right provided,101
right provided confirm,101
right pursue,37
right report,23
right request,90
right request validation,25
right thing,33
rights abused,60
rights abused privileges,59
rights afforded,62
rights afforded fair,59
rights consumer,92
rights data,23
rights data furnishers,23
rights dispute,24
rights fair,1062
rights fair credit,764
rights fair debt,295
rights fcra,48
rights fdcpa,447
rights fdcpa seek,405
rights federal,82
rights federal law,65
rights privacy,35
rights privacy confidentiality,28
rights provided,114
rights provided fair,25
rights provided validation,87
rights pursuant,438
rights pursuant entitled,21
rights pursuant fair,23
rights pursuant usc,390
rights regulation,23
rights violated,61
rights violated fdcpa,39
risk foreclosure,23
risk losing,32
rocket mortgage,382
root cause,22
round trip,28
routing account,31
routing number,88
rude dismissive,20
ruled favor,48
sachs bank,58
sachs bank usa,45
said account,88
said account closed,25
said bank,26
said card,28
said check,27
said company,21
said couldn,46
said days,28
said did,71
said didn,48
said didnt,37
said dispute,34
said don,32
said dont,34
said fraud,28
said going,34
said help,29
said just,40
said need,46
said needed,62
said ok,24
said owed,25
said pay,23
said receive,22
said received,26
said said,27
said send,56
said sent,47
said told,20
said transaction,26
said wait,32
said xx,22
said xx xx,22
said yes,73
sale assignment,33
sale date,57
sale home,26
sale notice,28
sale price,45
sale proceeds,25
sale purchase,29
sale purchase agreement,25
sale vehicle,69
sale xx,27
sale xx xx,27
sales contract,22
sales practices,38
sales process,51
sales representative,34
sallie mae,157
santander consumer,44
santander consumer usa,38
satisfactory explanation,27
satisfactory resolution,32
satisfactory response,31
satisfy requirements,20
saturday xx,59
saturday xx xx,59
save plan,23
savings account,582
savings account checking,24
savings account xx,22
savings accounts,51
savings bank,46
savings checking,41
say owe,54
saying account,54
saying owe,57
says account,25
says banking,67
says banking dependent,67
scam did,25
scam individual,23
scam involving,71
scam xx,21
scam xx xx,21
scheduled payment,66
scheduled payments,34
scheduled xx,93
scheduled xx xx,93
score drop,29
score dropped,63
score financial,23
score points,22
screen shots,23
screenshots general,101
screenshots general statements,101
screenshots showing,32
second account,27
second complaint,37
second dispute,41
second email,21
second notice,23
second payment,34
second time,160
second transaction,24
section fair,33
section fair credit,32
section requires,24
section section,64
section section states,22
section states,78
section states consumer,36
section states right,25
secure account,88
secure housing,31
secure message,65
secure messaging,33
secured credit,60
secured credit card,45
security breach,24
security card,75
security concerns,25
security deposit,122
security measures,24
security number,350
security protocols,29
security questions,22
security reasons,36
seek assistance,21
seek verification,405
seek verification provide,405
seeking assistance,78
seeking clarification,36
seeking fair,149
seeking fair resolution,79
seeking immediate,34
seeking legal,21
seeking prompt,43
seeking prompt resolution,32
seeking refund,30
seeking reimbursement,27
seeking resolution,62
select portfolio,49
select portfolio servicing,46
selene finance,53
sell vehicle,28
seller provided,27
send account,22
send check,56
send copy,31
send documents,25
send email,73
send funds,48
send information,36
send letter,79
send money,196
send new,43
send new card,22
send payment,47
send payments,22
send proof,37
send written,72
send written confirmation,25
sending emails,25
sending funds,31
sending letter,22
sending money,65
sensitive financial,22
sensitive personal,51
sensitive personal information,31
sent account,104
sent additional,32
sent address,76
sent bank,75
sent cash,31
sent cash app,25
sent cease,21
sent cease desist,21
sent certified,171
sent certified letter,40
sent certified mail,80
sent check,69
sent collection,63
sent collections,194
sent company,33
sent confirmation,20
sent copies,23
sent copy,39
sent credit,49
sent days,26
sent debt,64
sent debt validation,32
sent did,25
sent different,21
sent directly,27
sent dispute,35
sent documentation,25
sent documents,38
sent email,317
sent email xx,22
sent emails,68
sent error,22
sent final,21
sent follow,52
sent formal,240
sent formal debt,33
sent formal dispute,25
sent formal written,90
sent funds,29
sent generic,30
sent incorrect,29
sent information,40
sent letter,306
sent letter dated,27
sent letter stating,60
sent letters,43
sent mail,58
sent message,36
sent money,168
sent multiple,81
sent new,66
sent notice,57
sent payment,81
sent payments,27
sent phone,28
sent proof,67
sent proper,34
sent proper notification,28
sent received,50
sent refund,20
sent regarding,25
sent reporting,102
sent reporting account,101
sent request,25
sent response,36
sent second,40
sent text,34
sent time,20
sent told,24
sent wells,29
sent wells fargo,29
sent written,238
sent written debt,31
sent written dispute,34
sent written request,60
sent wrong,64
sent xx,250
sent xx xx,250
separate accounts,20
separate occasions,86
separate times,58
separate transactions,37
seq fair,43
seq fair credit,27
seq regulation,24
sequence events,45
serves formal,184
serves formal dispute,28
serves formal notice,59
serves formal request,22
serves request,86
serves request debt,79
service account,33
service address,30
service agent,32
service agreement,44
service channels,25
service contract,70
service delivered,57
service department,32
service did,39
service dispute,20
service failure,31
service failures,23
service fee,92
service fees,67
service informed,49
service line,60
service loan,65
service loan forgiveness,53
service multiple,57
service multiple times,51
service number,60
service paid,40
service phone,40
service provided,116
service provider,44
service received,36
service rep,56
service representative,122
service representatives,100
service request,33
service requested,24
service said,22
service team,30
service time,29
service times,36
service told,89
service unable,20
service xx,112
service xx xx,109
serviced mohela,44
servicemembers civil,42
servicemembers civil relief,42
servicer error,29
servicer failed,47
servicer mohela,22
servicer provide,21
servicer provided,33
servicer xx,22
servicer xx xx,22
servicers failure,26
services account,53
services associated,22
services completed,32
services delivered,104
services described,35
services did,32
services failed,38
services fully,34
services llc,120
services paid,32
services performed,30
services provide,25
services provided,138
services received,68
services regarding,70
services related,25
services rendered,290
services reported,22
services reporting,34
services requesting,24
services xx,44
services xx xx,43
servicing account,22
servicing error,79
servicing errors,155
servicing failure,40
servicing failures,78
servicing issues,32
servicing llc,66
servicing loan,43
servicing mortgage,24
servicing notes,25
servicing obligations,27
servicing practices,86
servicing records,44
servicing requirements,42
servicing rules,42
servicing standards,36
servicing transfer,143
set account,25
set automatic,36
set automatic payments,21
set autopay,29
set forth,28
set payment,63
set payment plan,29
settle account,31
settle debt,45
settlement agreement,74
settlement check,24
settlement offer,78
settlement offers,26
settlement options,28
settlement payment,50
settlement procedures,50
settlement procedures act,49
settlement program,24
settlement terms,26
seven days,30
seven years,32
severe financial,86
severe financial hardship,53
severely damaged,23
shall furnish,20
shall furnish information,20
shellpoint mortgage,121
shellpoint mortgage servicing,90
shipping address,26
short period,55
short period time,30
short sale,103
short term,46
short time,22
short timeframe,28
shortly afterward,30
shortly received,28
shouldnt confusion,44
shouldnt confusion stall,44
showed balance,27
showed credit,25
showing account,107
showing agreed,67
showing agreed debt,45
showing alleged,96
showing alleged balance,86
showing authorized,53
showing balance,137
showing balance calculated,60
showing calculated,24
showing chain,32
